file	case	cited
player/timed.c	test_clear_timed0	true
player/util.c	test_adjust_hp_precise	true
player/util.c	test_adjust_sp_precise	true
trivial/trivial.c	test_empty	true
trivial/trivial.c	test_require	false
z-dice/dice.c	test_alloc	true
z-dice/dice.c	test_parse_success	true
z-dice/dice.c	test_parse_failure	true
z-dice/dice.c	test_evaluate	true
z-expression/expression.c	test_alloc	true
z-expression/expression.c	test_parse_success	true
z-expression/expression.c	test_parse_failure	true
z-expression/expression.c	test_evaluate	true
z-file/filename-index.c	test_empty	true
z-file/filename-index.c	test_no_separator	false
z-file/filename-index.c	test_separator	false
z-file/path-normalize.c	test_unchanged	false
z-file/path-normalize.c	test_relative_parts	false
z-file/path-normalize.c	test_redundant_separators	false
z-file/path-normalize.c	test_working_directory	false
z-file/path-normalize.c	test_home_directory	false
z-file/path-normalize.c	test_invalid_user	false
z-file/path-normalize.c	test_invalid_unc_path	false
z-quark/quark.c	test_alloc	true
z-quark/quark.c	test_dedup	false
z-queue/qp.c	test_qp_trivial	false
z-queue/qp.c	test_qp_integer	false
z-queue/qp.c	test_qp_pointer	false
z-queue/qp.c	test_qp_pushpop	false
z-queue/qp.c	test_qp_resize	false
z-queue/qp.c	test_qp_flush	false
z-textblock/textblock.c	test_alloc	true
z-textblock/textblock.c	test_append	false
z-textblock/textblock.c	test_colour	false
z-textblock/textblock.c	test_length	false
z-textblock/textblock.c	test_append_textblock	false
z-util/guard.c	test_add_guardi	true
z-util/guard.c	test_sub_guardi	true
z-util/guard.c	test_add_guardi16	true
z-util/guard.c	test_sub_guardi16	true
z-util/meanvar.c	test_mean_trivial	false
z-util/meanvar.c	test_mean_simple	false
z-util/meanvar.c	test_mean_overflow	false
z-util/meanvar.c	test_variance_trivial	false
z-util/meanvar.c	test_variance_simple	false
z-util/meanvar.c	test_variance_overflow	false
z-util/rational.c	test_rational_construct	false
z-util/rational.c	test_rational_to_uint	false
z-util/rational.c	test_rational_product	false
z-util/rational.c	test_rational_sum	false
z-util/util.c	test_alloc	true
z-util/util.c	test_utf8_fskip	false
z-util/util.c	test_utf8_rskip	false
z-util/util.c	test_utf32_to_utf8	false
z-util/util.c	test_hex_str_to_int	false
z-util/util.c	test_strunescape	false
z-virt/mem.c	test_alloc	true
z-virt/mem.c	test_realloc	false
z-virt/string.c	test_string_make	false
z-virt/string.c	test_string_make_null	false
z-virt/string.c	test_string_free_null	false
z-virt/string.c	test_string_append	false
z-virt/string.c	test_string_append_null0	false
z-virt/string.c	test_string_append_null1	false
z-virt/string.c	test_string_append_null2	false
